不让,11.8081417596256,neg,2,v
投诉,11.743573090014987,neg,2,v
劝,11.693090581802908,neg,1,v
先生,11.693090581802906,neg,2,n
不关,11.693090581802906,neg,2,d
动不动,11.693090581802906,neg,3,l
身体健康,11.693090581802906,neg,4,l
最差,11.678631593252447,neg,2,a
不了,11.584228461695265,neg,2,v
力气,11.568545483864602,neg,2,n
O,11.568545483864602,neg,1,x
好远,11.568545483864602,neg,2,a
上去,11.568545483864602,neg,2,t
问苍天,11.568545483864602,neg,3,n
马上,11.553917271939616,neg,2,d
删除,11.523165580360596,neg,2,v
石头,11.523165580360596,neg,2,n
菌菇,11.523165580360596,neg,2,n
态度恶劣,11.495151204190998,neg,4,n
上过,11.484276566966999,neg,2,f
垃圾,11.426367681288482,neg,2,n
传,11.398620482422292,neg,1,n
总言,11.368799349547063,neg,2,n
吃,11.360614764084723,neg,1,v
金牌,11.3305205024182,neg,2,n
小炒,11.306034248690468,neg,2,v
可笑,11.305511078030811,neg,2,v
不大好,11.30551107803081,neg,3,l
真够,11.302086490968183,neg,2,a
这辈子,11.278053082524064,neg,3,l
不订,11.27055649632029,neg,2,v
巨甜,11.243268467463205,neg,2,nr
北化,11.243268467463205,neg,2,ns
漂亮,11.205975404479895,neg,2,a
负责人,11.205975404479895,neg,3,n
后悔,11.195721263397697,neg,2,v
上传,11.15350798458576,neg,2,v
接通,11.15350798458576,neg,2,v
不想,11.129203110695432,neg,2,v
玫瑰,11.108128081081752,neg,2,n
牌,11.108128081081752,neg,1,n
不明,11.108128081081752,neg,2,v
双重,11.108128081081752,neg,2,n
烟熏,11.108128081081752,neg,2,nz
早知,11.108128081081752,neg,2,v
跟不上,11.108128081081752,neg,3,v
铁太,11.108128081081752,neg,2,nr
方式,11.108128081081752,neg,2,n
德克萨斯,11.108128081081752,neg,4,ns
吵架,11.108128081081752,neg,2,v
发腻,11.108128081081752,neg,2,a
退退,11.10576494371327,neg,2,v
天天向上,11.10576494371327,neg,4,l
佐料,11.10576494371327,neg,2,n
中学,11.10576494371327,neg,2,n
不忍心,11.10576494371327,neg,3,l
不仅,11.048164074983841,neg,2,c
头,11.020480516298129,neg,1,n
人家,11.020071904416554,neg,2,n
肉,11.0190465833683,neg,1,n
相互理解,10.983582983143448,neg,4,l
晾,10.983582983143448,neg,1,zg
业务,10.9561249876367,neg,2,n
辣子鸡丁,10.953761850268219,neg,4,n
想不到,10.953761850268219,neg,3,l
得莫利,10.953761850268219,neg,3,i
了在,10.953761850268219,neg,2,ul
打碎,10.953761850268219,neg,2,v
辣酱,10.91633990145873,neg,2,n
不远,10.915483003139355,neg,2,d
直到,10.85805210105959,neg,2,v
麻痹,10.84509367524796,neg,2,v
美团,10.84509367524796,neg,2,nt
就别,10.819345384487962,neg,2,d
东坡肉,10.783836848825906,neg,3,n
給,10.783836848825906,neg,1,zg
愿,10.783836848825906,neg,1,v
吹,10.783836848825906,neg,1,v
滑蛋,10.783836848825906,neg,2,n
预算,10.783836848825906,neg,2,v
北服,10.783836848825906,neg,2,n
俺村,10.783836848825906,neg,2,r
鉴定,10.783836848825906,neg,2,v
关业,10.783836848825906,neg,2,n
炖鱼,10.783836848825906,neg,2,n
想不出,10.783836848825906,neg,3,v
走,10.767502412656613,neg,1,v
附赠,10.720548577309655,neg,2,v
墨迹,10.693090581802908,neg,2,n
员太,10.67989108404805,neg,2,n
喊,10.661654888256084,neg,1,v
外送,10.635659679723142,neg,2,f
绝壁,10.59119177088351,neg,2,n
丁放,10.59119177088351,neg,2,nr
酱骨,10.59119177088351,neg,2,n
硬菜,10.59119177088351,neg,2,n
心思,10.59119177088351,neg,2,n
比要,10.59119177088351,neg,2,d
学子,10.59119177088351,neg,2,n
巨麻,10.59119177088351,neg,2,nr
蜀,10.59119177088351,neg,1,j
汤乌冬,10.59119177088351,neg,3,nr
泡椒,10.59119177088351,neg,2,n
湘,10.59119177088351,neg,1,ns
没滋,10.59119177088351,neg,2,l
跟嚼,10.59119177088351,neg,2,v
紫色,10.59119177088351,neg,2,n
特稀,10.59119177088351,neg,2,d
无以复加,10.59119177088351,neg,4,l
完直,10.59119177088351,neg,2,v
东北菜,10.520802442992116,neg,3,n
当天,10.490659569769432,neg,2,t
建议,10.396644775938316,neg,2,n
鸡丁,10.386659836238769,neg,2,nz
正经,10.368799349547063,neg,2,d
股药,10.368799349547063,neg,2,n
没酱,10.368799349547063,neg,2,l
树根,10.368799349547063,neg,2,n
没动,10.368799349547063,neg,2,v
短期内,10.368799349547063,neg,3,n
全聚德,10.368799349547063,neg,3,nr
拿度,10.368799349547063,neg,2,n
颠坏,10.368799349547063,neg,2,v
淡味,10.368799349547063,neg,2,n
差字,10.368799349547063,neg,2,n
绿叶菜,10.368799349547063,neg,3,n
伺候,10.368799349547063,neg,2,v
牲口,10.368799349547063,neg,2,n
温度,10.300773159024148,neg,2,n
貌似,10.264183261720138,neg,2,v
给钱,10.24661738897724,neg,2,v
伤心,10.205975404479895,neg,2,n
茄子,10.14772026015465,neg,2,n
谢,10.135586076588499,neg,1,v
消费,10.108128081081754,neg,2,vn
管够,10.108128081081752,neg,2,v
顺利,10.108128081081752,neg,2,ad
乱写,10.108128081081752,neg,2,v
先点,10.108128081081752,neg,2,d
扣,10.108128081081752,neg,1,v
找回,10.108128081081752,neg,2,v
臭味儿,10.108128081081752,neg,3,n
呼吁,10.108128081081752,neg,2,v
鱼丸,10.108128081081752,neg,2,n
可恨,10.108128081081752,neg,2,v
照单全收,10.108128081081752,neg,4,n
恶,10.108128081081752,neg,1,a
全家,10.108128081081752,neg,2,n
丁里,10.108128081081752,neg,2,nr
盒里,10.108128081081752,neg,2,n
诈骗,10.108128081081752,neg,2,vn
中指,10.108128081081752,neg,2,j
为难,10.108128081081752,neg,2,v
笑一笑,10.108128081081752,neg,3,l
承认,10.108128081081752,neg,2,v
这位,10.108128081081752,neg,2,rz
这店,10.108128081081752,neg,2,r
分才,10.108128081081752,neg,2,d
一逼,10.10576494371327,neg,2,m
酱菜,10.10576494371327,neg,2,n
了拌,10.10576494371327,neg,2,v
喇,10.10576494371327,neg,1,n
火爆,10.10576494371327,neg,2,a
肉酸,10.10576494371327,neg,2,n
小包装,10.10576494371327,neg,3,n
销量,10.10576494371327,neg,2,n
很腥,10.10576494371327,neg,2,a
尽职尽责,10.10576494371327,neg,4,l
叽,10.10576494371327,neg,1,zg
做饭吃,10.10576494371327,neg,3,n
再肥,10.10576494371327,neg,2,d
买不着盐么,10.10576494371327,neg,5,l
包粉,10.10576494371327,neg,2,n
职工食堂,10.10576494371327,neg,4,n
剩的肉,10.10576494371327,neg,3,l
杂,10.10576494371327,neg,1,v
还有,10.055991891787247,neg,2,v
严重,10.027815429592042,neg,2,a
破,10.020258078413956,neg,1,v
理,9.983582983143448,neg,1,n
扮进,9.983582983143448,neg,2,v
喝少,9.983582983143448,neg,2,v
联系电话,9.983582983143448,neg,4,l
飞虫,9.983582983143448,neg,2,n
酸梅,9.983582983143448,neg,2,n
总加,9.983582983143448,neg,2,d
新品种,9.983582983143448,neg,3,n
上加,9.983582983143448,neg,2,v
合作,9.983582983143448,neg,2,vn
真让人,9.983582983143448,neg,3,n
猴子,9.983582983143448,neg,2,n
忘带,9.983582983143448,neg,2,v
试吃,9.983582983143448,neg,2,v
砣,9.983582983143448,neg,1,v
壳,9.983582983143448,neg,1,n
踩点,9.983582983143448,neg,2,v
内疚,9.983582983143448,neg,2,a
假,9.95376185026822,neg,1,n
混沌,9.953761850268219,neg,2,a
真不容易,9.953761850268219,neg,4,l
没烤,9.953761850268219,neg,2,v
下,9.936247622217408,neg,1,f
扔,9.918106827632922,neg,1,v
路边摊,9.899314066245845,neg,3,n
丫,9.899314066245845,neg,1,n
定,9.85822387258878,neg,1,v
没用,9.835170351649644,neg,2,v
方便面,9.825771653647397,neg,3,n
泡,9.824083303494621,neg,1,v
讲,9.78619998619439,neg,1,v
活,9.786199986194388,neg,1,vn
关门,9.786199986194388,neg,2,n
绝,9.783836848825908,neg,1,d
清汤,9.783836848825908,neg,2,n
特少,9.783836848825908,neg,2,d
很贵,9.783836848825908,neg,2,zg
后会无期,9.783836848825906,neg,4,n
词,9.783836848825906,neg,1,n
短期,9.783836848825906,neg,2,b
现磨,9.783836848825906,neg,2,v
抠门,9.783836848825906,neg,2,a
涩,9.783836848825906,neg,1,a
糠,9.783836848825906,neg,1,n
得罪,9.783836848825906,neg,2,v
搓,9.783836848825906,neg,1,v
居民楼,9.783836848825906,neg,3,n
能卖,9.783836848825906,neg,2,v
碗底,9.783836848825906,neg,2,n
西餐,9.783836848825906,neg,2,n
过季,9.783836848825906,neg,2,t
北店,9.783836848825906,neg,2,ns
有失,9.783836848825906,neg,2,v
找,9.768712652293498,neg,1,v
慎重,9.753693975603225,neg,2,a
不敢,9.720295919855332,neg,2,d
真是,9.708964871092565,neg,2,d
久久,9.690727444434428,neg,2,d
耽误,9.685593995599133,neg,2,v
纪录,9.65830596674205,neg,2,n
卤肉,9.65830596674205,neg,2,n
帕尼尼,9.65830596674205,neg,3,nr
收,9.60884431200433,neg,1,v
你们,9.606869956928719,neg,2,r
完毕,9.59119177088351,neg,2,v
夫妻,9.59119177088351,neg,2,n
古老,9.59119177088351,neg,2,nr
光是,9.59119177088351,neg,2,n
还等,9.59119177088351,neg,2,d
娃娃,9.59119177088351,neg,2,n
卡布,9.59119177088351,neg,2,nr
罐子,9.59119177088351,neg,2,n
就算,9.562737247813601,neg,2,v
有史以来,9.53130155426678,neg,4,l
番茄酱,9.527650841912934,neg,3,n
始终,9.523165580360597,neg,2,d
不成,9.523165580360597,neg,2,v
蜂蜜,9.523165580360597,neg,2,n
感情,9.523165580360597,neg,2,n
sb,9.520802442992116,neg,2,eng
喝过,9.520802442992116,neg,2,vg
蛋壳,9.398620482422292,neg,2,n
最最,9.371162486915544,neg,2,d
鱼香茄子,9.368799349547064,neg,4,n
巨腥,9.368799349547063,neg,2,a
肺片,9.368799349547063,neg,2,n
萝卜丝,9.368799349547063,neg,3,nrt
流血,9.368799349547063,neg,2,v
完会,9.368799349547063,neg,2,v
烩菜,9.368799349547063,neg,2,n
湿乎乎,9.368799349547063,neg,3,z
欠,9.245567583552793,neg,1,v
剩,9.24080915292624,neg,1,v
卤肉饭,9.225542396272928,neg,3,n
凑活,9.198874348104752,neg,2,a
干干的,9.198874348104752,neg,3,z
多慢,9.198874348104752,neg,2,m
粗,9.198874348104752,neg,1,a
薄薄,9.198874348104752,neg,2,a
刚,9.181915463872667,neg,1,d
里,9.109397122307131,neg,1,f
硬是,9.108128081081754,neg,2,d
发飙,9.108128081081752,neg,2,n
推脱,9.108128081081752,neg,2,v
舔,9.108128081081752,neg,1,v
人性,9.108128081081752,neg,2,n
顺手,9.108128081081752,neg,2,d
无比,9.105764943713272,neg,2,v
定单,9.10576494371327,neg,2,n
京酱,9.10576494371327,neg,2,j
名不副实,9.10576494371327,neg,4,i
绕道,9.10576494371327,neg,2,v
一闷,9.10576494371327,neg,2,a
一分货,9.10576494371327,neg,3,n
馆子,9.10576494371327,neg,2,n
扔掉,9.094176969438058,neg,2,v
其实,9.085279118755492,neg,2,d
放在,9.051457841714214,neg,2,v
小心,9.030125569080479,neg,2,n
面食,9.006229270162356,neg,2,n
没饭,9.006229270162356,neg,2,v
不足,8.985470709995559,neg,2,a
口气,8.983582983143448,neg,2,n
给予,8.983582983143448,neg,2,v
拨,8.983582983143448,neg,1,v
人生,8.983582983143448,neg,2,n
方法,8.983582983143448,neg,2,n
极其,8.973101692633067,neg,2,d
生产日期,8.95376185026822,neg,4,n
再订,8.918703038827214,neg,2,v
原因,8.884047309592532,neg,2,n
至极,8.883372522376824,neg,2,n
牛肉汤,8.81381952360121,neg,3,nr
那么,8.799699063832504,neg,2,r
印象,8.78619998619439,neg,2,n
发苦,8.783836848825908,neg,2,v
坑害,8.783836848825908,neg,2,n
种田,8.783836848825908,neg,2,n
蒜苔,8.783836848825908,neg,2,n
骨,8.783836848825908,neg,1,n
东北,8.783836848825908,neg,2,ns
哇塞,8.783836848825908,neg,2,e
意大利,8.783836848825908,neg,3,ns
淡水,8.783836848825908,neg,2,n
闷软,8.783836848825908,neg,2,a
枸杞,8.783836848825908,neg,2,n
发誓,8.783836848825908,neg,2,v
馋嘴,8.783836848825908,neg,2,n
火,8.783836848825908,neg,1,n
皮太厚,8.783836848825908,neg,3,nr
胡,8.783836848825908,neg,1,nr
分层,8.783836848825908,neg,2,n
喷,8.783836848825906,neg,1,v
大妈,8.783836848825906,neg,2,n
摆,8.783836848825906,neg,1,v
发脾气,8.783836848825906,neg,3,v
不足以,8.783836848825906,neg,3,v
给出,8.783836848825906,neg,2,v
空号,8.761190561807,neg,2,n
傻,8.745558001697043,neg,1,a
农家,8.631833755380857,neg,2,n
先是,8.631833755380857,neg,2,d
极,8.591191770883512,neg,1,d
从此,8.591191770883512,neg,2,c
毛用,8.591191770883512,neg,2,n
粉,8.585930700743273,neg,1,n
糟,8.56144442748946,neg,1,v
狗屁,8.523165580360597,neg,2,n
掺,8.523165580360597,neg,1,zg
漏出来,8.523165580360597,neg,3,l
蛙,8.520802442992116,neg,1,ng
版,8.520802442992116,neg,1,n
改改,8.520802442992116,neg,2,v
心服,8.520802442992116,neg,2,n
mini,8.520802442992116,neg,4,eng
减价,8.461908753938545,neg,2,v
锅包肉,8.445279666265426,neg,3,n
炒,8.437798415424606,neg,1,v
浪费,8.400508209274403,neg,2,n
沒有,8.398620482422293,neg,2,v
空,8.398620482422293,neg,1,n
下文,8.398620482422293,neg,2,n
排饭,8.398620482422293,neg,2,v
顿时,8.398620482422293,neg,2,d
送出,8.398620482422293,neg,2,v
凉透,8.398620482422293,neg,2,nz
真他妈,8.398620482422293,neg,3,n
咖啡杯,8.398620482422293,neg,3,n
屎,8.368799349547064,neg,1,n
坐,8.368799349547064,neg,1,v
红豆,8.368799349547064,neg,2,n
超长,8.368799349547064,neg,2,v
白水,8.368799349547064,neg,2,nr
北方,8.368799349547064,neg,2,f
难看,8.368799349547063,neg,2,v
膻味,8.368799349547063,neg,2,n
秋葵,8.368799349547063,neg,2,n
海藻,8.368799349547063,neg,2,n
沟通,8.331506286563753,neg,2,v
认识,8.305511078030811,neg,2,v
食品,8.303919405230829,neg,2,n
香草,8.30077315902415,neg,2,n
没来,8.30077315902415,neg,2,v
蒸,8.298410021655668,neg,1,v
看看,8.218048236780472,neg,2,v
承诺,8.201237485473234,neg,2,v
搜,8.198874348104752,neg,1,zg
肝尖,8.198874348104752,neg,2,n
肉酱,8.198874348104752,neg,2,n
咸淡,8.198874348104752,neg,2,nr
消息,8.176228061085846,neg,2,n
合谷,8.176228061085844,neg,2,n
不熟,8.153346311675897,neg,2,d
催,8.14109546016366,neg,1,zg
出来,8.136899164936228,neg,2,v
老子,8.108128081081754,neg,2,n
可恶,8.108128081081754,neg,2,v
回复,8.108128081081752,neg,2,v
再见,8.105764943713272,neg,2,v
雨,8.105764943713272,neg,1,n
卖相,8.105764943713272,neg,2,n
留言,8.076692387534928,neg,2,v
蘸,8.073343466020894,neg,1,v
听,8.073343466020894,neg,1,v
别定,8.0468712546597,neg,2,v
太酸,8.0468712546597,neg,2,n
不要,8.043919059486669,neg,2,df
付,8.001292820324139,neg,1,v
漏单,7.9835829831434495,neg,2,n
敲门,7.9835829831434495,neg,2,v
拿,7.953619361985869,neg,1,v
花,7.895184965595522,neg,1,v
要命,7.871299690076247,neg,2,v
正,7.856460428259608,neg,1,d
送还,7.78619998619439,neg,2,v
令人,7.78619998619439,neg,2,nrt
人理,7.78619998619439,neg,2,n
唧唧,7.783836848825908,neg,2,o
很糟,7.783836848825908,neg,2,n
狗狗,7.783836848825908,neg,2,n
外星人,7.783836848825908,neg,3,n
南瓜子,7.783836848825908,neg,3,nr
极品,7.783836848825908,neg,2,n
翅膀,7.783836848825908,neg,2,n
板栗,7.783836848825908,neg,2,n
蒸馏水,7.783836848825908,neg,3,n
丁太,7.783836848825908,neg,2,nr
鳗鱼,7.783836848825908,neg,2,n
了事,7.783836848825908,neg,2,ul
海螺,7.783836848825908,neg,2,n
仿料,7.783836848825908,neg,2,d
绿豆,7.783836848825908,neg,2,n
柠香,7.783836848825908,neg,2,n
麻油,7.783836848825908,neg,2,n
趁热,7.783836848825908,neg,2,l
淀粉,7.783836848825908,neg,2,n
奇,7.783836848825908,neg,1,ag
艹,7.783836848825908,neg,1,zg
样,7.783836848825908,neg,1,n
贵妃,7.783836848825908,neg,2,n
小坛,7.783836848825908,neg,2,n
盖浇饭,7.783836848825908,neg,3,n
小葱拌豆腐,7.783836848825908,neg,5,n
跟前,7.783836848825908,neg,2,f
大失,7.783836848825908,neg,2,n
砂锅,7.783836848825908,neg,2,n
真要,7.783836848825908,neg,2,d
无法形容,7.783836848825908,neg,4,l
宫爆鸡,7.783836848825908,neg,3,n
干瘪,7.783836848825908,neg,2,a
全身,7.783836848825908,neg,2,n
慢么,7.783836848825908,neg,2,d
帮拌,7.783836848825908,neg,2,v
熘肝尖,7.783836848825908,neg,3,v
真挺,7.783836848825908,neg,2,a
加盟店,7.783836848825908,neg,3,nt
大盘鸡,7.783836848825908,neg,3,n
倒掉,7.783836848825908,neg,2,v
真泥,7.783836848825908,neg,2,n
市场,7.783836848825908,neg,2,n
怪难吃,7.783836848825908,neg,3,l
没醋味,7.783836848825908,neg,3,l
準備,7.783836848825908,neg,2,v
和堂,7.783836848825908,neg,2,nr
配不上,7.783836848825908,neg,3,v
蒜台,7.783836848825908,neg,2,n
炒面,7.783836848825908,neg,2,n
辜负,7.783836848825908,neg,2,v
汽油味,7.783836848825908,neg,3,n
这啥,7.783836848825908,neg,2,r
家园,7.783836848825908,neg,2,n
不符,7.762761856121594,neg,2,v
逼,7.745558001697043,neg,1,v
肥,7.718956904509673,neg,1,n
敢,7.709658248170472,neg,1,v
咬不动,7.696374007575569,neg,3,l
时段,7.661654888256086,neg,2,n
酸梅汤,7.661654888256086,neg,3,nz
酸豆角,7.65830596674205,neg,3,nz
真心,7.644946270539812,neg,2,d
丽华,7.631833755380857,neg,2,nt
地,7.613911847383596,neg,1,uv
青椒,7.5756763035211,neg,2,n
牛肉面,7.53130155426678,neg,3,n
撒,7.525656707134802,neg,1,v
省,7.524151364506151,neg,1,n
骗子,7.5231655803605975,neg,2,n
失误,7.520802442992116,neg,2,v
真,7.505119376640259,neg,1,d
大家,7.487226618593894,neg,2,n
无奈,7.461710223106991,neg,2,d
糊弄,7.435913545405603,neg,2,v
肉末,7.435913545405603,neg,2,n
接单,7.430056175969115,neg,2,c
差不多,7.410754665988442,neg,3,l
煎蛋,7.405325225572179,neg,2,n
饿坏,7.398620482422293,neg,2,v
干什么,7.398620482422293,neg,3,l
不到,7.39735663740203,neg,2,v
简陋,7.368799349547064,neg,2,a
提交,7.368799349547064,neg,2,v
混,7.368799349547064,neg,1,v
炒米,7.368799349547064,neg,2,n
红,7.368799349547064,neg,1,a
不如,7.36845965742554,neg,2,c
啥,7.358243979737309,neg,1,r
或者,7.347724356842752,neg,2,c
评,7.347107761843885,neg,1,v
开,7.3403653380970475,neg,1,v
明显,7.292362824050449,neg,2,a
是,7.2735535921654915,neg,1,v
不开,7.269263675996148,neg,2,d
没熟,7.257376819293805,neg,2,v
星巴克,7.243268467463206,neg,3,nr
坏,7.224987620245755,neg,1,a
根本,7.215093274871377,neg,2,a
桔梗,7.198874348104754,neg,2,n
更改,7.198874348104754,neg,2,v
业界,7.198874348104754,neg,2,n
缺,7.198874348104752,neg,1,v
干脆,7.198874348104752,neg,2,d
反胃,7.198874348104752,neg,2,v
千万别,7.198874348104752,neg,3,i
不耐烦,7.176228061085846,neg,3,a
更慢,7.176228061085846,neg,2,d
弄,7.165598901794912,neg,1,v
鱼,7.157723283315557,neg,1,n
真的,7.10831161212182,neg,2,d
脸,7.1081280810817535,neg,1,n
草,7.105764943713272,neg,1,n
无论,7.014251246135769,neg,2,c
漏,7.003672604817952,neg,1,v
对方,6.9835829831434495,neg,2,n
配餐,6.9835829831434495,neg,2,v
好歹,6.9764819267683045,neg,2,n
大爷,6.9764819267683045,neg,2,n
显示,6.961286692752481,neg,2,v
订餐,6.955704087835054,neg,2,n
收到,6.920662795075655,neg,2,v
首先,6.909367730909766,neg,2,d
饼,6.897456723167743,neg,1,n
永远,6.860200567638168,neg,2,d
回去,6.813657981701137,neg,2,v
河粉,6.813657981701137,neg,2,n
凑,6.813657981701137,neg,1,v
骗,6.78619998619439,neg,1,v
歉意,6.78619998619439,neg,2,n
切碎,6.78383684882591,neg,2,v
抽,6.783836848825908,neg,1,v
否则,6.783836848825908,neg,2,c
面太,6.783836848825908,neg,2,n
全宇宙,6.783836848825908,neg,3,nr
是订,6.783836848825908,neg,2,v
这款,6.783836848825908,neg,2,r
食差,6.783836848825908,neg,2,n
薯,6.783836848825908,neg,1,zg
松仁,6.783836848825908,neg,2,nr
冬瓜汤,6.783836848825908,neg,3,nr
炸薯条,6.783836848825908,neg,3,n
午餐肉,6.783836848825908,neg,3,n
勾魂,6.783836848825908,neg,2,n
吓,6.783836848825908,neg,1,v
我一,6.783836848825908,neg,2,r
日本,6.783836848825908,neg,2,ns
史无前例,6.783836848825908,neg,4,i
拍,6.783836848825908,neg,1,v
客人,6.783836848825908,neg,2,n
是生,6.783836848825908,neg,2,v
厥,6.783836848825908,neg,1,r
煲,6.783836848825908,neg,1,v
活能,6.783836848825908,neg,2,v
炒蛋,6.783836848825908,neg,2,v
不通,6.7213200418781565,neg,2,a
咖啡,6.718956904509675,neg,2,n
盒饭,6.718956904509673,neg,2,n
酱汤,6.705834336824635,neg,2,n
腻,6.695497931685686,neg,1,v
重,6.684301175274992,neg,1,a
不动,6.668359631405972,neg,2,d
毛,6.668359631405972,neg,1,nr
槽,6.668359631405972,neg,1,ng
汤全,6.661654888256086,neg,2,nr
鹌鹑蛋,6.642838849411662,neg,3,v
巨,6.64047571204318,neg,1,nr
地方,6.612321635510258,neg,2,n
没到,6.563807564857941,neg,2,v
凉,6.530105586791878,neg,1,v
低,6.520802442992116,neg,1,a
很辣,6.520802442992116,neg,2,a
不放,6.503728929633173,neg,2,d
鱼块,6.4619087539385465,neg,2,n
打电话,6.445262139894,neg,3,l
